ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_habitable,Meublé,Surface_du_séjour,Caves,Grenier,Garage,Nombre_de_Garages,Nombre_de_place_de_parking_intérieur,Équipement_de_la_cuisine,Type_de_cuisine,Surface_de_la_cuisine,Nombre_de_salles_de_bain,Nombre_de_douches,Nombre_de_toilettes,Type_de_chauffage,Type_de_vitrage,Accessible_aux_moins_valides,Orientation_de_la_façade_du_bien,Nombre_de_façades,Nombre_détages_de_limmeuble,Nombre_de_places_de_parking_extérieur,Jardin,Terrasse_aménagée,Surface_totale_du_terrain,Raccordé_à_leau_courante,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Date_de_validité_PEB,Emission_de_CO2,Attestation__Installation_électrique,Attestation__Installation_électrique__Validité,Attestation__Citernes_à_mazout__Validité,Le_bien_fait_lobjet_dun_droit_de_préemption,Type_de_zone_inondable,Zone_inondable_délimitée,Étage_de_lappartement,Surface_de_la_terrasse,Véranda,Salle_à_manger,Dressing,Buanderie,Local_vélo,Panneaux_solaires,Ascenseur,Surface_du_jardin,Raccordé_au_gaz_de_ville,Piscine_extérieure,Référence_PEB,Surface_salle_à_manger,Surface_du_dressing,Alarme_antieffraction,Raccordé_aux_égouts,Citerne_à_eau_de_pluie,Porte_de_garage_motorisée,Clef_électronique,Surface_de_lades_salles_de_bain,Panneaux_solaires_thermiques,Chauffage_au_sol,Air_conditionné,Domotique,HammamSaunaJacuzzi,Feu_ouvert,Surface_constructible,Balcon,Attestation__Asbuilt,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Parlophone,Orientation_de_la_terrasse,Largeur_de_la_façade,Profondeur_du_terrain,Permis_de_bâtir_obtenu,Permis_durbanisation_accordé,Surface_du_garage,Largeur_du_terrain_à_rue,Surface_des_caves,Orientation_du_jardin,Surface_du_grenier,Surface_chambre_à_coucher_5,Maison_basse_énergie,Compteur_Bihoraire,Pompe_à_chaleur,Station_de_charge_électrique,Surface_du_bureau,Adoucisseur_deau,Porte_daccès_sécurisée,Espace_ouvert_sensible_à_leau__WORG,Attestation__Citernes_à_mazout,Surface_de_la_véranda,Affectation_urbanistique_la_plus_récente,Niveau_E,Niveau_K,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Possibilités_pour_profession_libérale,Surface_totale,Compteur_électrique_individuel,Compteur_deau_individuel,Compteur_de_gaz_individuel,Adaptations_pour_les_seniors,Appartement_de_service,Niveau_S,Citation_pour_infraction_urbanistique
https://immovlan.be/fr/detail/penthouse/a-vendre/8630/furnes/rbt69333,RBT69333,Penthouse à vendre,549000,Zuidstraat 38 301,8630 Furnes,,,2009,A l’acte,3,,,,,115 m²,,,,,Oui,1,,Equipée,,,2,,1,Non specifié,,Non,Sud-ouest,,4,,,Oui,,,135 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,3,35 m²,,,,,,,Oui,,,,38025-G-2008-128/EPB0588/A001/D01/SD005,,,Non,,,,,,,Oui,Non,,,,,Non,,Non,,,12 m,30 m,Oui,Non,,12 m,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",85,0,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/2500/lier/rbt69212,RBT69212,Maison à vendre,239000,Lispersteenweg 29,2500 Lier,À rénover,,1899,,3,,,,,99 m²,Non,,,Oui,,,,Semi-équipée,,,1,,,Gaz,,,Nord-ouest,2,,,Oui,Oui,81 m²,Oui,526 kWh/m²/an,,,,pas d'application,,,Oui,Pas de risque d’inondation,Information non communiquée,,18 m²,,,,,,,Non,18 m²,Oui,,20250227-0003540517-RES-1,,,,,,,,,,,,,,,61 m²,,,,,,,20 m,Non,Non,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6001/marcinelle/vbc89444,VBC89444,Maison à vendre,125000,,6001 Marcinelle,À rénover,Non,,A l’acte,4,,,,,,Non,,Non,Oui,,,,,,,1,,2,Non specifié,,,,2,2,,,,,Oui,118 kWh/m²/an,,15/09/2031,,pas d'application,,,,Information non communiquée,Information non communiquée,,,Non,Non,Non,Non,Non,,Non,,,,20210915004962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5575/willerzie/vbc89368,VBC89368,Maison à vendre,240000,Rue Charnay 2,5575 Willerzie,À rénover,,1979,A l’acte,5,,,,,144 m²,Non,25 m²,,,Oui,1,,Semi-équipée,,,1,,2,Mazout,,,Sud-est,4,1,2,Oui,Oui,1140 m²,Oui,321 kWh/m²/an,59691 kWh/an,,81,"non, pas d'attestation",,,Non,Pas de risque d’inondation,Information non communiquée,,20 m²,,,,,,,Non,,,,20240621016845,,,,,,,,,,,,,,,95 m²,,Non,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5300/andenne/vbc89366,VBC89366,Maison à vendre,195000,Rue du Pont 28,5300 Andenne,À rénover,Non,1950,A l’acte,3,,,,,140 m²,Non,33 m²,Non,Oui,,,,,,,,1,2,Gaz,,,Sud-ouest,2,3,,Oui,Oui,190 m²,Oui,446 kWh/m²/an,,15/02/2027,,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,,6 m²,Non,Non,Non,Non,Non,,Non,,Oui,,20170215007261,,,,,,,,,,,,,,,,,Non,,,,,16 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6043/ransart/vbc89441,VBC89441,Maison à vendre,279000,Rue Télesphore Lemal 22,6043 Ransart,Excellent,Non,2001,,3,21 m²,13 m²,13 m²,,139 m²,Non,,,,Oui,1,,Equipée,Américaine,12 m²,1,,2,Mazout,Double vitrage,Oui,Ouest,4,,,Oui,Oui,491 m²,Oui,122 kWh/m²/an,16324 kWh/an,18/07/2028,,"oui, attestation conforme",,,Non,Information non communiquée,Information non communiquée,,11 m²,,Oui,,,,Oui,Non,,,Non,,29 m²,,Oui,Oui,Oui,,,,,,Oui,,,,,,,,,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1330/rixensart/vbc89345,VBC89345,Villa à vendre,640000,Avenue Paola 16,1330 Rixensart,Excellent,,1995,Immédiatement,4,20 m²,14 m²,12 m²,16 m²,192 m²,Non,,Oui,,,,,Super équipée,,22 m²,1,,2,Gaz,Double vitrage,Non,,4,2,,Oui,Oui,530 m²,Oui,163 kWh/m²/an,36381 kWh/an,,6264,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,12 m²,,Oui,,,,Oui,Non,440 m²,Oui,Non,,22 m²,,Oui,Oui,,,,14 m²,,,,,,Oui,,,,,,Sud,7 m,33 m,,,,7 m,25 m²,Est,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1980/zemst/rbt69080,RBT69080,Maison à vendre,299000,Linterpoortenlaan 56,1980 Zemst,À rénover,,1964,A l’acte,3,9 m²,12 m²,14 m²,,130 m²,Non,30 m²,Oui,Oui,Oui,1,1,Semi-équipée,Kitchenette,17 m²,1,,1,Mazout,,,,4,,2,Oui,Oui,501 m²,,805 kWh/m²/an,,,,"oui, attestation non conforme",,,Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1000/bruxelles/vbc89261,VBC89261,Appartement à vendre,1275000,Quai des Péniches 69 27A,1000 Bruxelles,Excellent,Non,2014,A l’acte,3,20 m²,17 m²,10 m²,,219 m²,Oui,50 m²,Oui,,Oui,,2,Super équipée,,,3,1,4,Gaz,Double vitrage,Oui,,2,42,,,Oui,,,,,,,,,,,Information non communiquée,Information non communiquée,27,13 m²,,,,,,,Oui,,,Non,,,,,,,,,,,,,,,,,,,,Oui,Ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/immeuble-mixte/a-vendre/6511/stree/vbc89216,VBC89216,Immeuble mixte à vendre,197500,Chaussée de charleroi 146 & 146/1,6511 Strée,Normal,,,A l’acte,3,10 m²,8 m²,22 m²,,241 m²,,,,,Oui,,,,,,1,,2,,,,,3,1,,Oui,Oui,874 m²,,462 kWh/m²/an,88589 kWh/an,06/07/2027,116,,,,,Information non communiquée,Information non communiquée,,87 m²,,,,,,,,662 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8520/kuurne/rbt68979,RBT68979,Maison à vendre,110000,Kattestraat 14,8520 Kuurne,À rénover,,,,3,,,,,120 m²,,,Non,Oui,,,,,,,1,,,Gaz,Simple vitrage,Non,,,,,,,122 m²,,639 kWh/m²/an,,,,"non, pas d'attestation",,,,Pas de risque d’inondation,Information non communiquée,,,Non,,,,,,Non,,,,20230817-0002966297-RES-1,,,,,,,,3 m²,,,,,,,,,,Non,,,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5190/moustier-sur-sambre/vbc89196,VBC89196,Maison à vendre,335500,,5190 Moustier-Sur-Sambre,,,,,3,,,,,212 m²,,,,,Oui,1,,Super équipée,,,1,,2,Air pulsé,Double vitrage,,,2,,,Oui,Oui,159 m²,Oui,84 kWh/m²/an,,,,,,,,Information non communiquée,Information non communiquée,,14 m²,,,,Oui,,Oui,,71 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9940/kluizen/rbt68851,RBT68851,Appartement à vendre,349500,Kluizendorpstraat 58 102,9940 Kluizen,Nouveau,Non,2024,,2,,,,,88 m²,Non,,Non,Non,,,,,,,1,,1,Electrique,,,Sud-est,2,,,,Oui,,Oui,,,,,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,1,21 m²,Non,Non,Non,Non,Non,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9940/kluizen/rbt68850,RBT68850,Appartement à vendre,385500,Kluizendorpstraat 58 201,9940 Kluizen,Nouveau,Non,2024,,3,,,,,137 m²,Non,,Non,Non,,,,,,,1,,1,Electrique,,,Sud-est,2,3,,,Oui,,Oui,,,,,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,2,6 m²,Non,Non,Non,Non,Non,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9940/kluizen/rbt68849,RBT68849,Appartement à vendre,367500,Kluizendorpstraat 58 101,9940 Kluizen,Nouveau,Non,2024,,2,,,,,99 m²,Non,,Non,Non,,,,,,,1,,1,Electrique,,,Sud-est,2,,,,Oui,,Oui,,,,,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,1,21 m²,Non,Non,Non,Non,Non,,Oui,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9550/herzele/rbt68841,RBT68841,Maison à vendre,438000,Eikestraat 61,9550 Herzele,Normal,Non,,Immédiatement,3,11 m²,13 m²,15 m²,,252 m²,Non,45 m²,Non,Oui,Oui,,1,,,14 m²,1,,2,,Double vitrage,Non,,,,1,Oui,Oui,,Oui,297 kWh/m²/an,,,,,,,Non,Information non communiquée,Information non communiquée,,40 m²,Non,Non,Non,Non,Non,,Non,1400 m²,Oui,Non,20250522-0003584528-RES-2,,,Non,,,Non,Non,6 m²,Non,Non,Non,Non,Non,Non,1589 m²,Oui,Non,Non,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8930/menen/rbt68826,RBT68826,Maison à vendre,99000,,8930 Menen,,,1930,A l’acte,3,,,,,94 m²,,,,,,,,Non équipée,,,1,,,Gaz,Simple vitrage,Non,,2,3,,Oui,,75 m²,,757 kWh/m²/an,,,,,,,Oui,Pas de risque d’inondation,Information non communiquée,,,,,,,,,Non,,,,20250611-0003622656-RES-1,,,Non,,,,,,,,Non,,,,,Non,,Non,,,4 m,,,,,4 m,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8511/aalbeke/rbt68813,RBT68813,Maison à vendre,295000,Bijstert 4,8511 Aalbeke,,Non,1971,A l’acte,3,,,,,196 m²,,,Non,Oui,Oui,1,,,,,1,,2,,,Non,,2,2,1,Oui,Oui,367 m²,,369 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,,Non,,,,20220518-0002605988-RES-1,,,Non,,,,,,,,,,,,,Non,,Non,,,10 m,37 m,Oui,Oui,,10 m,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8820/torhout/rbt68819,RBT68819,Maison à vendre,179000,Guldensporenlaan 1,8820 Torhout,,Non,1931,A l’acte,3,,,,,,,,Non,Non,Oui,1,,,,,1,,1,,,Non,Nord-est,3,2,1,,,324 m²,,952 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,,Non,,,Non,20241030-0003430815-RES-1,,,Non,,,,,,,,,,,,,Non,,Non,,,14 m,23 m,,,,20 m,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1500/hal/rbt68796,RBT68796,Maison à vendre,450000,Abeelenveld 46,1500 Hal,,Non,2015,,3,,,,,,,,Non,Non,,,,Equipée,,,1,,2,Gaz,,Non,Sud-ouest,2,2,2,Oui,Oui,272 m²,,41 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,Oui,Non,,,Non,20250524-0003609350-RES-1,,,Non,,,,,,,,Non,,,,,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/9140/temse/rbt68509,RBT68509,Appartement à vendre,309000,Kapelstraat 144 K,9140 Temse,Excellent,,2022,,2,,,,,90 m²,,,,,Oui,,,,,,1,,1,Gaz,Double vitrage,,,3,3,1,,Oui,,Oui,38 kWh/m²/an,,,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,1,,,,,,,,Oui,,Oui,,46025-G-OMV_2018146301/EP16989/A001/D01/SD012,,,,,,,,,,,,,,,,,,,Oui,,,,Oui,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8800/roeselare/rbt68503,RBT68503,Maison à vendre,415000,Bloemkoolstraat 43,8800 Roeselare,Nouveau,Non,,,3,,,,,,,,Non,Non,,,,,,,1,,2,,,,,,,1,Oui,Oui,273 m²,Oui,,,,,"non, pas d'attestation",,,,Risque moyen,Information non communiquée,,,Non,Non,Non,Non,Non,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sud-ouest,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/7750/mont-de-l-enclus/rbt68680,RBT68680,Maison à vendre,370000,Place d'Orroir 23,7750 Mont-de-l'Enclus,Normal,Oui,1945,A l’acte,4,,,,,211 m²,Non,,Oui,Oui,Oui,1,1,Super équipée,,,2,1,3,Gaz,Double vitrage,,,4,2,5,Oui,Oui,1092 m²,Oui,268 kWh/m²/an,,11/06/2035,9598,"oui, attestation conforme",04/04/2014,,,Pas de risque d’inondation,Information non communiquée,,,Oui,,,,,,Non,898 m²,Oui,Non,,,,,,,,,,,,Oui,,,,,,,,,,34 m,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/4420/saint-nicolas/vbc88999,VBC88999,Appartement à vendre,199000,Rue Ferdinand Nicolay 157,4420 Saint-Nicolas,Normal,Oui,,A l’acte,3,18 m²,15 m²,12 m²,,115 m²,Non,32 m²,Oui,,,,,Equipée,Américaine,13 m²,1,1,1,Mazout,Double vitrage,Non,,2,1,1,,,,Oui,721 kWh/m²/an,98396 kWh/an,07/12/2025,,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,2,,,,,,,Oui,Non,,Oui,Non,,,,,Oui,,,,6 m²,,,,,,,,,,,Oui,,,,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/9860/oosterzele/rbt68590,RBT68590,Maison à vendre,569000,Tramstraat 18 B,9860 Oosterzele,Normal,Non,2009,,4,,,,,240 m²,,,Non,Oui,Oui,1,,,,,1,,2,Gaz,Double vitrage,,,3,,4,Oui,Oui,740 m²,Oui,119 kWh/m²/an,,03/02/2035,,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Oui,Non,,,740 m²,Oui,Oui,20250203-0003520685-RES-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/7100/la-louviere/vbc88944,VBC88944,Duplex à vendre,210000,Rue de Longtain 22 13,7100 La Louvière,Excellent,,,A l’acte,4,14 m²,12 m²,32 m²,37 m²,176 m²,Non,,Oui,,,,,Super équipée,,12 m²,2,,2,Gaz,Double vitrage,Oui,,2,2,,,Oui,,Oui,134 kWh/m²/an,26857 kWh/an,02/06/2035,25,"non, pas d'attestation",,,,Information non communiquée,Information non communiquée,4,,,,,,,,Oui,,Oui,,,,,,Oui,,,,,,,,,,,,Oui,,,Oui,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4000/liege/vbc88904,VBC88904,Maison à vendre,169000,Rue Renardi 41,4000 Liège,À rénover,,,,2,,,,,145 m²,,,Non,Oui,,,,,,,1,,,Gaz,Double vitrage,Non,,,,,Oui,Oui,242 m²,,400 kWh/m²/an,58900 kWh/an,14/08/2034,,pas d'application,,,,Information non communiquée,Information non communiquée,,19 m²,Non,,,,,,Non,,,,20240814010367,,,,,,,,5 m²,,,,,,,,,,Non,,,,,,Non,,,,,25 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/8800/roeselare/rbt68306,RBT68306,Rez-de-chaussée à vendre,175000,Désiré Mergaertstraat 4 1,8800 Roeselare,,Non,1994,,2,,,,,93 m²,,,Non,Non,Oui,1,,,,,1,,2,Electrique,Double vitrage,Non,,,,,,Oui,,,285 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,0,,Non,Non,Non,Non,Non,,Non,,,Non,20210507-0002412725-RES-1,,,Non,,,,,,,,Non,,,,,Non,,Non,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/6560/erquelinnes/vbc88870,VBC88870,Maison à vendre,97500,,6560 Erquelinnes,,Non,,,2,,,,,88 m²,,,Non,Oui,,,,,,,1,,,Non specifié,,,,3,,,,,60 m²,,211 kWh/m²/an,,,39,,,,,Information non communiquée,Information non communiquée,,,Non,Non,Non,Non,Non,,,,,,20250611003875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/8800/roeselare/rbt68236,RBT68236,Maison à vendre,240000,Rumbeeksesteenweg 171 A,8800 Roeselare,,Non,,A l’acte,5,,,,,,,,Non,Oui,Oui,,,,,,,,,,,Non,,2,,,Oui,,600 m²,,701 kWh/m²/an,,,,,,,Non,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,,Non,,,Non,20240307-0003168976-RES-1,,,Non,,,,,,,,,,,,,Non,,Non,,,12 m,57 m,,,,12 m,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison-de-maitre/a-vendre/7890/ellezelles/rbt68420,RBT68420,Maison de maître à vendre,595000,Rue de Lahamaide 23,7890 Ellezelles,À rénover,,1894,A l’acte,5,,,,,550 m²,,,Oui,Oui,Oui,2,2,Equipée,Américaine,,2,,3,Mazout,Double vitrage,,,4,2,,Oui,Oui,1570 m²,Oui,399 kWh/m²/an,,,,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,Oui,Non,,,Non,,,,Oui,,,,,,,,,,,,,,,,,,,,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/6010/couillet/vbc88786,VBC88786,Villa à vendre,227000,,6010 Couillet,Excellent,,1960,A l’acte,3,18 m²,13 m²,19 m²,,132 m²,,,,Oui,,,,Equipée,Américaine,11 m²,1,1,2,Mazout,Double vitrage,Non,,2,2,,Oui,Oui,168 m²,Oui,235 kWh/m²/an,34977 kWh/an,,60,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,,,Oui,,,,Oui,Non,103 m²,,Non,,15 m²,,,Oui,,,,,,,Oui,,,,,,,,,,5 m,32 m,,,,5 m,,,,,,,,,8 m²,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/5590/ciney/vbc88779,VBC88779,Villa à vendre,345000,,5590 Ciney,À rénover,Non,1970,A l’acte,4,13 m²,14 m²,14 m²,16 m²,180 m²,Non,34 m²,Oui,Oui,Oui,2,2,Equipée,Américaine,15 m²,1,1,1,Mazout,Double vitrage,Oui,Nord-ouest,4,1,3,Oui,Oui,899 m²,Oui,759 kWh/m²/an,135935 kWh/an,06/06/2035,192,"oui, attestation non conforme",06/06/2025,06/06/2025,Non,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1200/woluwe-saint-lambert/vbc88713,VBC88713,Rez-de-chaussée à vendre,395000,Avenue de Calabre 17,1200 Woluwe-Saint-Lambert,Normal,,2009,,2,14 m²,11 m²,,,98 m²,,35 m²,,,,,,Super équipée,,6 m²,1,,1,Gaz,Double vitrage,Non,,,4,,,Oui,,Oui,147 kWh/m²/an,14333 kWh/an,01/06/2033,29,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,0,30 m²,,,,,,,Oui,,Oui,Non,,,,,Oui,,,,6 m²,,,,,,,,,,,Oui,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/5377/somme-leuze/vbc88699,VBC88699,Maison à vendre,520000,Rue de l'Ecole 1A,5377 Somme-Leuze,Excellent,Non,1999,A l’acte,4,18 m²,17 m²,12 m²,12 m²,292 m²,Non,26 m²,,Oui,Oui,1,,Super équipée,,13 m²,3,2,3,Mazout,Double vitrage,Non,Sud-est,4,2,6,Oui,Oui,3650 m²,Oui,132 kWh/m²/an,38473 kWh/an,13/05/2035,33,"oui, attestation conforme",,,,Pas de risque d’inondation,Information non communiquée,,24 m²,,Oui,,,,,Non,2900 m²,,Non,,26 m²,,Oui,Non,Oui,,,,,,,,,,,,,,Oui,Nord-ouest,10 m,,,,,10 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/8430/middelkerke/rbt68093,RBT68093,Appartement à vendre,310000,Kleine Kerkweg 14 0001,8430 Middelkerke,Nouveau,Non,2023,A l’acte,1,,,,,74 m²,Non,,Non,Non,Oui,,,,,,1,,1,Gaz,,,,,5,,,,,,82 kWh/m²/an,,,,"oui, attestation conforme",,,Non,Pas de risque d’inondation,Information non communiquée,,,Non,Non,Non,Non,Non,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zone d'habitat (résidentiel, urbain ou rural)",,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/4020/liege/vbc88551,VBC88551,Maison à vendre,199000,Rue de Visé 896,4020 Liège,À rénover,,,,4,,,,,141 m²,Non,,Oui,Non,,,,,,,1,,,Mazout,Simple vitrage,Non,Nord-ouest,,3,,Oui,Oui,137 m²,,371 kWh/m²/an,50139 kWh/an,13/06/2026,,"non, pas d'attestation",,,,Pas de risque d’inondation,Information non communiquée,,25 m²,Non,,,,,,Non,40 m²,,,20160613020798,,,,,,,,10 m²,,,,,,,77 m²,,,Non,,,6 m,,,Non,,,12 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1180/uccle/vbc88512,VBC88512,Appartement à vendre,285000,Chaussée de Drogenbos 210 1.4,1180 Uccle,Excellent,Non,,A l’acte,1,,,,,64 m²,,,Oui,,,,,,,,1,1,1,Gaz,,Non,,2,4,,,Oui,,,86 kWh/m²/an,,23/12/2034,,"oui, attestation conforme",,,,Information non communiquée,Information non communiquée,1,5 m²,,,,,,,Oui,,,Non,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
