ad_link,Ref,Titre,Prix,Addresse,Localite,Etat_du_bien,Bien_actuellement_loué,Année_de_construction,Disponibilité_du_bien,Nombre_de_chambres_à_coucher,Surface_habitable,Grenier,Garage,Nombre_de_place_de_parking_intérieur,Équipement_de_la_cuisine,Type_de_cuisine,Nombre_de_salles_de_bain,Maison_basse_énergie,Panneaux_solaires,Type_de_chauffage,Chauffage_au_sol,Pompe_à_chaleur,Type_de_vitrage,Compteur_Bihoraire,Parlophone,Nombre_de_façades,Nombre_de_places_de_parking_extérieur,Jardin,Surface_totale_du_terrain,Raccordé_aux_égouts,Raccordé_au_gaz_de_ville,Raccordé_à_leau_courante,Citerne_à_eau_de_pluie,Niveau_E,Attestation__Installation_électrique,Permis_durbanisation_accordé,Type_de_zone_inondable,Zone_inondable_délimitée,Surface_chambre_à_coucher_1,Surface_chambre_à_coucher_2,Surface_chambre_à_coucher_3,Surface_chambre_à_coucher_4,Surface_chambre_à_coucher_5,Caves,Salle_à_manger,Surface_salle_à_manger,Nombre_de_Garages,Surface_de_la_cuisine,Nombre_de_douches,Nombre_de_toilettes,Surface_de_lades_salles_de_bain,Orientation_de_la_façade_du_bien,Largeur_de_la_façade,Nombre_détages_de_limmeuble,Surface_du_jardin,Terrasse_aménagée,Surface_de_la_terrasse,Profondeur_du_terrain,Largeur_du_terrain_à_rue,Conso_spécifique_dénergie_primaire,Conso_annuelle_totale_dénergie_primaire,Meublé,Surface_du_séjour,Surface_du_bureau,Surface_des_caves,Surface_du_grenier,Véranda,Alarme_antieffraction,Ascenseur,Feu_ouvert,Accessible_aux_moins_valides,Orientation_du_jardin,Piscine_extérieure,Date_de_validité_PEB,Emission_de_CO2,Permis_de_bâtir_obtenu,Le_bien_fait_lobjet_dun_droit_de_préemption,Orientation_de_la_terrasse,Air_conditionné,Dressing,Buanderie,Local_vélo,Étage_de_lappartement,Référence_PEB,Panneaux_solaires_thermiques,Compteur_deau_individuel,Domotique,Porte_daccès_sécurisée,HammamSaunaJacuzzi,Attestation__Citernes_à_mazout,Attestation__Asbuilt,Surface_du_dressing,Surface_du_garage,Adoucisseur_deau,Possibilités_pour_profession_libérale,Surface_constructible,Surface_totale,Le_bien_est__classé__ou_fait_partie_dun_ensemble_classé_au_patrimoine,Porte_de_garage_motorisée,Balcon,Attestation__Installation_électrique__Validité,Station_de_charge_électrique,Attestation__Citernes_à_mazout__Validité,Espace_ouvert_sensible_à_leau__WORG,GscoreLe_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_G_représente_le_risque_dinondation_pour_les_bâtiments_de_plus_de_25m²_et_se_compose_de_4_classes_A_à_D,PScoreLe_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_DClasse_A_pas_dinondation_modéliséeClasse_B_faible_risque_dinondation_sous_le_changement_climatique_de_2050Classe_C_faible_risque_dinondation_sous_le_climat_actuelClasse_D_risque_moyen_dinondation_sous_le_climat_actuel,Le_score_P_représente_le_risque_dinondation_pour_les_parcelles_terrains_et_se_compose_de_4_classes_A_à_D,Appartement_de_service
https://immovlan.be/fr/detail/maison/a-vendre/1357/opheylissem/vbc90062,VBC90062,Maison à vendre,175000,Rue Eugène Branckotte 1,1357 Opheylissem,À rénover,Non,1920,A l’acte,2,100 m²,Oui,,,,,1,,,Gaz,,,,,,4,,Oui,360 m²,,Oui,Oui,,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,,Non,Non,,,,,1,,Sud,,,,Oui,,,,611 kWh/m²/an,,Non,35 m²,8 m²,,,Non,,Non,,,,,02/12/2034,111,,,,,Non,Non,Non,,20241202005553,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1357/helecine/vbc54762,VBC54762,Maison à vendre,299000,Rue d'Ardevoor 78,1357 Hélécine,Normal,Non,1966,A l’acte,4,193 m²,Oui,Oui,,Semi-équipée,Kitchenette,1,,Oui,Gaz,,,Double vitrage,,,3,2,Oui,850 m²,Oui,,Oui,Oui,,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,16 m²,19 m²,16 m²,16 m²,,,,,1,24 m²,1,2,,,15 m,2,603 m²,Oui,33 m²,70 m,15 m,334 kWh/m²/an,58406 kWh/an,Non,38 m²,16 m²,,,,Oui,Non,,Non,Nord-ouest,Non,16/02/2026,80,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1357/helecine/vbc79846,VBC79846,Maison à vendre,299000,Rue de l'Abbaye 4,1357 Hélécine,Normal,Non,1918,,4,135 m²,Oui,,,Equipée,Américaine,1,,,Gaz,,,Double vitrage,,Oui,3,,Oui,150 m²,Oui,Oui,Oui,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,15 m²,10 m²,10 m²,10 m²,,,Oui,13 m²,,13 m²,1,2,,Nord-ouest,8 m,2,78 m²,Oui,24 m²,,8 m,193 kWh/m²/an,26113 kWh/an,Non,14 m²,,,,,,Non,,Non,,Non,25/04/2033,4874,Oui,Non,Sud-est,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1357/helecine/vbc25828,VBC25828,Maison à vendre,395000,Rue armand dewolf 37,1357 Hélécine,Excellent,Non,2008,Immédiatement,2,267 m²,Oui,Oui,1,Equipée,Américaine,1,,,Mazout,,,Double vitrage,,,4,3,Oui,381 m²,Oui,,,Oui,,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,11 m²,14 m²,,,,Oui,,,1,11 m²,1,1,,,6 m,2,217 m²,Oui,30 m²,33 m,6 m,170 kWh/m²/an,43598 kWh/an,Non,30 m²,11 m²,42 m²,,Oui,Oui,Non,,Non,Sud-est,Non,,42,Oui,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1357/helecine/vbb90069,VBB90069,Appartement à vendre,245000,Rue Eugène Branckotte,1357 Hélécine,Nouveau,Non,,A partir du : 30/06/2026,1,73 m²,Non,,,Semi-équipée,,,,,Gaz,,,,,,,,,,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,Non,Non,,,,1,,,Sud,,,,Oui,15 m²,,,,,Non,,,,,Non,,Non,,,,,,,,,,,Non,Non,Non,,,,,,,,,Non,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1357/helecine/vbc49730,VBC49730,Maison à vendre,599000,Rue Olivier Benne 44,1357 Hélécine,Normal,Non,1850,,5,268 m²,Oui,Oui,,Super équipée,,1,,,Mazout,,,Double vitrage,,,4,2,Oui,1862 m²,Oui,,Oui,,,"oui, attestation conforme",Non,Pas de risque d’inondation,Information non communiquée,14 m²,16 m²,14 m²,13 m²,19 m²,Oui,Oui,22 m²,2,20 m²,1,3,,Nord,30 m,2,1546 m²,Oui,,,,203 kWh/m²/an,70887 kWh/an,Non,62 m²,,,,,,Non,,Non,,Oui,04/11/2033,49,Oui,Non,,,Oui,,,,,,,,,,,,7 m²,37 m²,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1357/helecine/vbc48325,VBC48325,Maison à vendre,225000,Rue de léau 62,1357 Hélécine,À rénover,Non,1960,A l’acte,2,107 m²,Oui,Oui,,Semi-équipée,Kitchenette,1,,,Gaz,,,Double vitrage,,,2,1,Oui,775 m²,Oui,Oui,Oui,,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,10 m²,15 m²,,,,Oui,Oui,12 m²,1,13 m²,1,1,4 m²,,12 m,1,687 m²,Oui,46 m²,66 m,12 m,522 kWh/m²/an,64559 kWh/an,Non,,6 m²,24 m²,38 m²,Oui,,Non,,Non,Ouest,Non,24/08/2032,95,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1357/helecine/vbc33471,VBC33471,Maison à vendre,225000,Rue sainte anne 61,1357 Hélécine,À rénover,Non,1965,A l’acte,2,104 m²,,Oui,,Equipée,Américaine,1,,,Mazout,,,Double vitrage,,,4,3,Oui,955 m²,Oui,,Oui,Oui,,"oui, attestation non conforme",Non,Pas de risque d’inondation,Information non communiquée,17 m²,12 m²,,,,,Oui,16 m²,1,7 m²,1,1,,,6 m,2,813 m²,Oui,11 m²,82 m,6 m,657 kWh/m²/an,73882 kWh/an,Non,,12 m²,,,,,Non,,Non,Nord-est,Non,14/04/2034,163,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1357/neerheylissem/vbc29196,VBC29196,Maison à vendre,499000,Rue des Houilles 28,1357 Neerheylissem,,Non,,A l’acte,5,240 m²,Non,Oui,,Super équipée,,2,,,Mazout,,,,,,4,3,Oui,760 m²,,,Oui,,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,,Non,Non,,1,,,,,Nord,,,,Non,,,,362 kWh/m²/an,110615 kWh/an,Non,45 m²,,,,Non,,Non,,,,Oui,10/11/2031,90,,,,,Non,Non,Non,,202111110023407,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1357/helecine/vbc27751,VBC27751,Rez-de-chaussée à vendre,235000,Rue eugène branckotte 50 1,1357 Hélécine,Excellent,Oui,2021,A l’acte,1,59 m²,,,,Equipée,Américaine,1,,,Gaz,,,Double vitrage,,Oui,3,2,Oui,,Oui,,Oui,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,12 m²,,,,,Oui,,,,9 m²,1,1,,,,3,50 m²,Oui,9 m²,,,111 kWh/m²/an,8199 kWh/an,Non,25 m²,12 m²,6 m²,,,,Oui,,Oui,Sud,Non,23/03/2032,25,,Non,Sud,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1357/helecine/vwd11770,VWD11770,Maison à vendre,775000,,1357 Hélécine,Excellent,,,A l’acte,3,355 m²,Oui,,,Equipée,,3,,,Non specifié,Oui,,,,,4,,Oui,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,120 kWh/m²/an,,,,,,,,,,,,,,,23,,,,,,,,,20241219025743,,,,,,,,,,,,,381 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1357/helecine/rwc37843,RWC37843,Villa à vendre,331550,,1357 Hélécine,Excellent,Non,2025,A convenir,3,894 m²,Oui,Oui,1,Super équipée,Américaine,,,Oui,Non specifié,Oui,,,,,4,1,,,Oui,Oui,,Oui,23,,,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,,,,,,,,,,,,,,Non,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc90204,VBC90204,Maison à vendre,390000,,1370 Jodoigne,Nouveau,,2024,A l’acte,4,168 m²,Oui,,,Super équipée,,1,,Oui,Gaz,,,Double vitrage,,,3,,Oui,800 m²,Oui,Oui,Oui,,,,,Information non communiquée,Information non communiquée,13 m²,16 m²,14 m²,,,,,,,,,2,9 m²,,,,,Oui,28 m²,,,63 kWh/m²/an,10278 kWh/an,Non,47 m²,,,35 m²,,,,,,,,18/10/2033,,,,,,,,,,,,,,,,"oui, attestation conforme",,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc88777,VBC88777,Maison à vendre,225000,Chaussée de Wavre 9,1370 Jodoigne,,Non,1920,Immédiatement,3,120 m²,Non,,,Super équipée,,2,,,Gaz,,,,,,2,,Non,,,Oui,Oui,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,Non,Non,,,,,1,,Sud,,,,Non,,,,224 kWh/m²/an,32958 kWh/an,Non,23 m²,,,,Non,,Non,,,,,16/04/2035,41,,,,,Non,Non,Non,,20250416002340,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1370/jodoigne/rwc39840,RWC39840,Villa à vendre,361050,,1370 Jodoigne,Excellent,Non,2025,A convenir,3,964 m²,Oui,Oui,1,Super équipée,Américaine,,Oui,Oui,Solaire,Oui,Oui,Double vitrage,Oui,Oui,4,2,Oui,,Oui,Oui,Oui,,23,"oui, attestation conforme",Oui,Pas de risque d’inondation,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc02890,VBC02890,Maison à vendre,900000,Chemin de Terre Molembais 10,1370 Jodoigne,,,,,6,570 m²,Oui,Oui,,Non équipée,,3,,,,,,,,,,,Oui,2130 m²,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,,,,,,1,5,,,,,,Oui,,,,,,Non,80 m²,,,,,,Non,,,,,24/10/2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc60710,VBC60710,Maison à vendre,425000,Chaussée de Tirlemont 220,1370 Jodoigne,,Non,1984,Immédiatement,3,220 m²,Oui,Oui,,Super équipée,,1,,,Electrique,,,,,,4,4,Oui,1200 m²,,,Oui,,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,,Non,Non,,1,,,1,,Est,,,,,,,,420 kWh/m²/an,,Non,44 m²,,,,Non,,Non,,,,,10/11/2029,120,,,,,Non,Non,Non,,20191110002684,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc86766,VBC86766,Maison à vendre,235000,Chaussée de Hannut 150,1370 Jodoigne,À rénover,Non,1900,A l’acte,6,250 m²,Non,Oui,,Non équipée,,,,,Non specifié,,,,,,4,6,Oui,1802 m²,,,Oui,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,Non,Non,,1,,,,,Est,,,,,,,,1066 kWh/m²/an,,Non,,,,,Non,,Non,,,,,28/05/2035,275,,,,,Non,Non,Non,,20250528019044,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1370/jodoigne/vbc86153,VBC86153,Appartement à vendre,229000,"Ry-Saint-Jean, 23",1370 Jodoigne,,Non,,,2,82 m²,Non,,,,,1,,,Gaz,,,,,,2,1,,,,,,,,,,Information non communiquée,Information non communiquée,,,,,,Non,Non,,,,,,,Sud-est,,,,Oui,4 m²,,,168 kWh/m²/an,,,36 m²,,,,Non,,,,,,,,32,,,,,Non,Non,Non,3,20250210014802,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1370/jodoigne/vwd12506,VWD12506,Villa à vendre,1250000,,1370 Jodoigne,Excellent,,,A l’acte,7,670 m²,,,,Equipée,,4,,,Non specifié,,,,,,4,,Oui,,Oui,,Oui,,,,,Information non communiquée,Information non communiquée,,,,,,Oui,,,,,,,,,,,3500 m²,Oui,,,,228 kWh/m²/an,,,,,,,,Oui,,,,,Oui,,56,,,,,,Oui,,,c,,,,,,,,,,,Oui,,685 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1370/jodoigne/vbc79702,VBC79702,Appartement à vendre,295000,Rue de la Boulonnerie 4 1,1370 Jodoigne,,,2012,A l’acte,3,118 m²,,Oui,,Super équipée,,1,,Oui,Electrique,,,,,,3,,Non,,,,Oui,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,,,,,,,1,,Sud,,3,,Oui,36 m²,,,129 kWh/m²/an,14841 kWh/an,Non,45 m²,,,,,,Oui,,,,,02/05/2035,33,,,,,,,,0,20250502012270,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc79387,VBC79387,Maison à vendre,750000,Avenue des Commandants Borlée 11,1370 Jodoigne,,Non,,A l’acte,6,400 m²,Oui,Oui,,Super équipée,,2,,,Gaz,,,,,,2,,Oui,800 m²,,Oui,Oui,,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,,Non,Non,,,,,3,,Sud,,,,Oui,,,,230 kWh/m²/an,,Non,53 m²,36 m²,,,Non,,Non,,,,,17/04/2035,49,,,,,Non,Non,Non,,20250417029177,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1370/jodoigne/vbc79187,VBC79187,Appartement à vendre,249000,Le Ry Saint-Jean 19 5,1370 Jodoigne,,Non,,A l’acte,2,88 m²,Non,,,Super équipée,,1,,,Gaz,,,,,,,1,,,,Oui,Oui,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,Non,Non,,,,,,,,,2,,Oui,6 m²,,,127 kWh/m²/an,,Non,20 m²,,,,Non,,Oui,,,,,26/06/2027,25,,,,,Non,Non,Non,1,20170626017529,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/duplex/a-vendre/1370/jodoigne/vbc79035,VBC79035,Duplex à vendre,125000,Rue Camille Haccourt 18 B,1370 Jodoigne,Normal,,1950,,1,70 m²,Oui,,,Semi-équipée,Kitchenette,1,,,Mazout,,,,,,,,,,,,,,,"oui, attestation non conforme",,Pas de risque d’inondation,Information non communiquée,15 m²,,,,,Oui,,,,10 m²,1,1,4 m²,Sud,6 m,2,,,,,6 m,693 kWh/m²/an,50119 kWh/an,Non,25 m²,,,,,,Non,,Non,,Non,06/06/2018,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc78658,VBC78658,Maison à vendre,445000,,1370 Jodoigne,Normal,Non,1996,A l’acte,4,170 m²,Oui,,,,,1,,,Electrique,,,Double vitrage,,,4,4,Oui,1225 m²,Oui,,,Oui,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,16 m²,16 m²,14 m²,21 m²,,,Oui,27 m²,,10 m²,,2,,,,,,Oui,,,,345 kWh/m²/an,62079 kWh/an,Non,20 m²,,,,,,,Oui,,Sud-ouest,Oui,,,,,Sud-ouest,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc77878,VBC77878,Maison à vendre,285000,Chaussée de Charleroi 95,1370 Jodoigne,À rénover,Non,,A l’acte,3,225 m²,Oui,Oui,,Super équipée,,1,,,Mazout,,,,,,3,2,Oui,3993 m²,,,Oui,,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,,Non,Non,,2,,,1,,Sud-ouest,,,,,,,,481 kWh/m²/an,,Non,25 m²,15 m²,,,Non,,Non,,,,,19/05/2035,119,,,,,Non,Non,Non,,20250519018534,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc77875,VBC77875,Maison à vendre,350000,Rue du Tombois 30,1370 Jodoigne,À rénover,Non,,A l’acte,4,300 m²,Oui,Oui,,,,1,,,Non specifié,,,,,,2,8,Oui,1168 m²,,,,,,pas d'application,,Information non communiquée,Information non communiquée,,,,,,Non,Non,,5,,,3,,Nord-est,,,,,,,,469 kWh/m²/an,,Non,40 m²,,,,Non,,Non,,,,,08/03/2027,117,,,,,Non,Non,Non,,20170308010676,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/villa/a-vendre/1370/jodoigne/vwd13463,VWD13463,Villa à vendre,2100000,,1370 Jodoigne,Excellent,,1993,A l’acte,7,437 m²,Oui,,,Super équipée,,2,,,Non specifié,,,,,,4,,Oui,30000 m²,Oui,Oui,Oui,,,,,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,,,,,,,164 kWh/m²/an,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,877 m²,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc76462,VBC76462,Maison à vendre,2100000,,1370 Jodoigne,,Non,,A convenir,6,877 m²,Non,,,Super équipée,,3,,,Gaz,,,,,,4,8,Oui,30000 m²,,Oui,Oui,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,Non,Non,,,,,,,Nord,,,,Oui,50 m²,,,164 kWh/m²/an,,Non,,,,,Non,,Non,,,,Oui,19/04/2034,,,,,,Non,Non,Non,,20240420006260,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc74879,VBC74879,Maison à vendre,235000,Chaussée de Wavre 47,1370 Jodoigne,,Non,,A l’acte,2,100 m²,Non,,,Super équipée,,1,,,Gaz,,,,,,2,,Oui,90 m²,,,,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,Non,Non,,,,,1,,Nord,,,,Oui,26 m²,,,287 kWh/m²/an,,Non,32 m²,,,,Non,,Non,,,,,10/05/2031,72,,,,,Non,Non,Non,,20210510013343,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/bungalow/a-vendre/1370/jodoigne/rbt30217,RBT30217,Bungalow à vendre,195000,Rue de la Seigneurie 3,1370 Jodoigne,À rénover,,1970,,2,80 m²,Non,,,,,1,,,Mazout,,,Simple vitrage,,,,,Oui,1822 m²,,,,,,pas d'application,Non,Risque élevé,Information non communiquée,,,,,,Non,,,,,,,3 m²,Sud-est,11 m,,1822 m²,,,,,411 kWh/m²/an,,Non,,,,,Non,,Non,,Non,,,12/05/2035,,,,,,,,,,20250512006887,,,,,,,,,,,,,,Non,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1370/jodoigne/vbc72940,VBC72940,Appartement à vendre,399000,Chaussée de Hannut,1370 Jodoigne,,,2020,,3,150 m²,,,,Super équipée,,2,,,,,,Double vitrage,,Oui,2,,Oui,,Oui,Oui,Oui,,,"oui, attestation conforme",,Pas de risque d’inondation,Information non communiquée,21 m²,16 m²,12 m²,,,,,,,,2,2,5 m²,Nord-ouest,,3,,Oui,8 m²,,,129 kWh/m²/an,16120 kWh/an,Non,23 m²,,,,,,Non,,Non,,Non,22/12/2033,25,,,Sud-est,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vwd13179,VWD13179,Maison à vendre,365000,Rue Du Champ Du Moulin 38,1370 Jodoigne,,,,,3,157 m²,,Oui,1,Semi-équipée,Indépendante,1,Non,,Electrique,Non,Non,Double vitrage,,Non,,2,Oui,1300 m²,Non,Non,Oui,Oui,,,,Information non communiquée,Information non communiquée,,,,,,Non,,,,13 m²,,,7 m²,Sud-ouest,15 m,,1177 m²,,,52 m,25 m,277 kWh/m²/an,,,,9 m²,,,Non,Non,Non,Non,,,,28/12/2026,,,,,Non,,Non,Non,,20161228005488,,,Non,Non,Non,,,,25 m²,Non,,,,Non,Non,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc65434,VBC65434,Maison à vendre,145000,Avenue Fernand Charlot 16,1370 Jodoigne,À rénover,Non,1900,A l’acte,2,100 m²,Oui,,,Semi-équipée,,1,,,Gaz,,,,,,2,,Oui,126 m²,,Oui,Oui,,,"oui, attestation non conforme",,Information non communiquée,Information non communiquée,,,,,,Non,Non,,,,,2,,Sud,,,,,,,,352 kWh/m²/an,,Non,30 m²,,,,Non,,Non,,,,,22/04/2035,64,,,,,Non,Non,Non,,20250422013526,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc63529,VBC63529,Maison à vendre,449000,Chemin pavé molembais 43,1370 Jodoigne,Excellent,,1992,A l’acte,3,191 m²,Oui,Oui,,,,1,,Oui,,,,Double vitrage,,,4,1,Oui,913 m²,Oui,,,,,"oui, attestation non conforme",Oui,Pas de risque d’inondation,Information non communiquée,17 m²,11 m²,11 m²,,,Oui,,,1,14 m²,1,2,9 m²,,11 m,4,780 m²,Oui,39 m²,38 m,11 m,225 kWh/m²/an,38328 kWh/an,Non,45 m²,11 m²,10 m²,37 m²,,,Non,,Non,Sud-ouest,Oui,18/03/2035,2047,Oui,Non,Sud-ouest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1370/jodoigne/vbc62484,VBC62484,Appartement à vendre,319000,Ry Saint Jean 19 1,1370 Jodoigne,,Non,,A l’acte,3,101 m²,Non,,,Super équipée,,1,,,Gaz,,,,,,4,2,Oui,,,Oui,Oui,,,"oui, attestation conforme",,Information non communiquée,Information non communiquée,,,,,,Non,Non,,,,,2,,Sud-est,,,165 m²,Oui,15 m²,,,159 kWh/m²/an,,Non,23 m²,,,,Non,,Non,,,,,20/03/2033,30,,,,,Non,Non,Non,,20230320004719,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc57376,VBC57376,Maison à vendre,374410,Venelle Du Pr? Fleuri 12,1370 Jodoigne,Nouveau,,,,3,,,Oui,,,,1,,,,,,,,,2,,Oui,149 m²,,,,,,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Nord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/maison/a-vendre/1370/jodoigne/vbc57374,VBC57374,Maison à vendre,371961,Venelle Du Pr? Fleuri 8,1370 Jodoigne,Nouveau,,,,3,,,Oui,,,,1,,,,,,,,,2,,Oui,154 m²,,,,,,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Nord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/appartement/a-vendre/1370/jodoigne/vbc57386,VBC57386,Appartement à vendre,209858,Chauss?e De Wavre 0,1370 Jodoigne,Nouveau,,,,2,90 m²,,,,,,1,,,,,,,,,,,Oui,,,,,,,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,3,,Oui,9 m²,,,0 kWh/m²/an,,,,,,,,,Oui,,,Sud-ouest,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/fr/detail/rez-de-chaussee/a-vendre/1370/jodoigne/vbc57385,VBC57385,Rez-de-chaussée à vendre,207000,Chauss?e De Wavre 90,1370 Jodoigne,Nouveau,,,,1,77 m²,,,,,,1,,,,,,,,,,,Oui,,,,,,,"non, pas d'attestation",,Information non communiquée,Information non communiquée,,,,,,,,,,,,,,,,3,,Oui,9 m²,,,,,,,,,,,,Oui,,,Sud-ouest,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
